,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,output_frequency,output_after_generations,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
757,5000,100000,16,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,rooted,KC,19.34910243528637,0.566672253074018
758,5000,100000,16,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,rooted,RF,17.76010198157026,0.41870225431539837
760,5000,100000,16,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,unrooted,RF,16.028745869614024,0.4053416613768116
761,5000,100000,16,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,unrooted,SPR,4.0293075081786505,0.09126880396966647
762,5000,100000,16,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,broken,unrooted,path,24.24395276686684,0.5208721340439009
764,5000,100000,16,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,retained,rooted,KC,17.265961377143945,0.6009798633860027
768,5000,100000,16,1e-08,2.5718433618052004e-08,EmpiricalErrorPlatinum1000G,1.0,1000,tsinfer,per site,retained,unrooted,path,33.523011886236986,0.8312894828497884
770,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,ARGweaver,per site,retained,rooted,KC,6.110242189575217,0.18351546014129935
771,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,ARGweaver,per site,retained,rooted,RF,4.7992255199999985,0.236341932223422
773,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,ARGweaver,per site,retained,unrooted,RF,4.26521516,0.24470543363472974
774,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,ARGweaver,per site,retained,unrooted,SPR,1.4918732448979588,0.0712126293903155
775,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,ARGweaver,per site,retained,unrooted,path,8.651342282356831,0.3685031479728888
777,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,RentPlus,per site,retained,rooted,KC,7.011204020782345,0.1979887147237738
778,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,RentPlus,per site,retained,rooted,RF,5.367086,0.28656275575496115
779,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,RentPlus,per site,retained,unrooted,RF,4.5781648,0.2930519565761007
780,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,RentPlus,per site,retained,unrooted,SPR,1.589226326530612,0.08727114115528338
781,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,RentPlus,per site,retained,unrooted,path,9.25972021208924,0.44907985015257684
782,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,fastARG,per site,retained,rooted,KC,12.823771880516427,0.3235830868440433
783,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,fastARG,per site,retained,rooted,RF,8.271587182834175,0.32516626819791805
785,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,fastARG,per site,retained,unrooted,RF,5.803010842006197,0.29409364990849657
786,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,fastARG,per site,retained,unrooted,SPR,1.951336378623043,0.08613185097649156
787,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,fastARG,per site,retained,unrooted,path,11.195336352547745,0.43912601987096855
789,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,broken,rooted,KC,5.897433148975541,0.1782868676815552
790,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,broken,rooted,RF,5.40292096980823,0.2702901874492036
792,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,broken,unrooted,RF,5.077825490222534,0.27294241059863683
793,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,broken,unrooted,SPR,1.7397702950919223,0.0834296434695768
794,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,broken,unrooted,path,9.730907600398604,0.35365232477304825
796,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,retained,rooted,KC,5.795300563176987,0.17212821291039826
800,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,retained,unrooted,SPR,1.4589689688166905,0.11530129629498342
801,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.2,0,tsinfer,per site,retained,unrooted,path,11.217576679693659,0.5135020584425242
803,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,ARGweaver,per site,retained,rooted,KC,9.370855776071188,0.34077207810514126
804,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,ARGweaver,per site,retained,rooted,RF,9.683651519999998,0.3842714470205412
806,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,ARGweaver,per site,retained,unrooted,RF,9.149039,0.3866688633517462
807,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,ARGweaver,per site,retained,unrooted,SPR,2.6257997351154243,0.08556096659317274
808,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,ARGweaver,per site,retained,unrooted,path,15.45390166518123,0.535472564440912
810,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,RentPlus,per site,retained,rooted,KC,10.556297596094865,0.42886389183799767
811,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,RentPlus,per site,retained,rooted,RF,9.731883,0.4179882916665323
812,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,RentPlus,per site,retained,unrooted,RF,9.042469,0.4222541663961144
813,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,RentPlus,per site,retained,unrooted,SPR,2.5636949753180174,0.09500925491901244
814,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,RentPlus,per site,retained,unrooted,path,16.58716624797932,0.7039515187908106
815,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,fastARG,per site,retained,rooted,KC,14.946251117322682,0.3862257044421955
816,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,fastARG,per site,retained,rooted,RF,12.116510079186938,0.39177294652657285
818,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,fastARG,per site,retained,unrooted,RF,9.721758925045716,0.3943521297471804
819,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,fastARG,per site,retained,unrooted,SPR,2.7258206658513147,0.08647539064651627
820,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,fastARG,per site,retained,unrooted,path,17.22076548239167,0.7145635021757685
822,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,tsinfer,per site,broken,rooted,KC,9.047527738797099,0.3116899313392593
823,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,tsinfer,per site,broken,rooted,RF,9.769571701471866,0.381000775804038
825,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,tsinfer,per site,broken,unrooted,RF,9.44830117277544,0.3800846951484179
826,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,tsinfer,per site,broken,unrooted,SPR,2.720285130751941,0.08650005209822889
827,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,tsinfer,per site,broken,unrooted,path,15.443160198364264,0.4864677124269217
829,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,tsinfer,per site,retained,rooted,KC,8.465680688369513,0.3407226185673117
833,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.5,0,tsinfer,per site,retained,unrooted,path,20.837750667363252,0.8861561151922946
835,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,ARGweaver,per site,retained,rooted,KC,14.951268863137752,0.5783724842562196
836,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,ARGweaver,per site,retained,rooted,RF,14.8310066,0.5492354833194504
838,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,ARGweaver,per site,retained,unrooted,RF,14.477563840000006,0.5481727962305908
839,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,ARGweaver,per site,retained,unrooted,SPR,3.6940812649161816,0.12255792602965071
840,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,ARGweaver,per site,retained,unrooted,path,22.40914044310047,0.7387979662404345
842,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,RentPlus,per site,retained,rooted,KC,18.868222588047743,1.0230644749658366
843,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,RentPlus,per site,retained,rooted,RF,14.850674000000005,0.5391130425533998
844,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,RentPlus,per site,retained,unrooted,RF,14.374312000000002,0.5412238606055875
845,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,RentPlus,per site,retained,unrooted,SPR,3.607088878533638,0.13082778758297176
846,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,RentPlus,per site,retained,unrooted,path,24.87664597570516,1.035049408385509
847,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,fastARG,per site,retained,rooted,KC,22.2957742233791,1.1523772035198443
848,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,fastARG,per site,retained,rooted,RF,17.121966941579135,0.5865460865524321
850,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,fastARG,per site,retained,unrooted,RF,14.435854664364498,0.5712837829980673
851,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,fastARG,per site,retained,unrooted,SPR,3.725566205694797,0.14774518441073245
852,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,fastARG,per site,retained,unrooted,path,25.454918512954396,1.1494072489699791
854,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,tsinfer,per site,broken,rooted,KC,14.346100743164715,0.4150922994901886
855,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,tsinfer,per site,broken,rooted,RF,14.83433587745812,0.5229434941863338
857,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,tsinfer,per site,broken,unrooted,RF,14.629158525414732,0.5234428108077359
858,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,tsinfer,per site,broken,unrooted,SPR,3.768672778587517,0.10820282467406968
859,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,tsinfer,per site,broken,unrooted,path,21.98329247364337,0.6149379926198167
861,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,tsinfer,per site,retained,rooted,KC,12.817219376575997,0.519053521097837
865,5000,100000,16,1e-08,1.3228756555322952e-07,0,0.8,0,tsinfer,per site,retained,unrooted,path,32.99002156109745,1.0972074676590937
867,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,ARGweaver,per site,retained,rooted,KC,22.52738070653868,0.615364433459357
868,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,ARGweaver,per site,retained,rooted,RF,19.280194279999996,0.47108640106725785
870,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,ARGweaver,per site,retained,unrooted,RF,17.480963920000004,0.4819687417135069
871,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,ARGweaver,per site,retained,unrooted,SPR,4.387055929614722,0.11046521321969993
872,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,ARGweaver,per site,retained,unrooted,path,25.89065889846162,0.6892001770720758
874,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,RentPlus,per site,retained,rooted,KC,26.498361129767705,1.3339482402561749
875,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,RentPlus,per site,retained,rooted,RF,18.8130026,0.5499718650919512
876,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,RentPlus,per site,retained,unrooted,RF,16.9611654,0.5544254399863869
877,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,RentPlus,per site,retained,unrooted,SPR,4.266337916829909,0.1315121558786803
878,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,RentPlus,per site,retained,unrooted,path,27.540669401537397,1.0460457483813825
879,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,fastARG,per site,retained,rooted,KC,28.626875971769355,1.6115258828725927
880,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,fastARG,per site,retained,rooted,RF,19.476818346920002,0.5803484280756248
882,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,fastARG,per site,retained,unrooted,RF,16.756846168523644,0.5562416676289739
883,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,fastARG,per site,retained,unrooted,SPR,4.138696980423337,0.12289961812830394
884,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,fastARG,per site,retained,unrooted,path,28.868958974932465,1.1965215985371536
886,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,tsinfer,per site,broken,rooted,KC,18.89037028034841,0.6610276219859182
887,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,tsinfer,per site,broken,rooted,RF,18.103028552134333,0.4958367751219873
889,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,tsinfer,per site,broken,unrooted,RF,16.673351282466516,0.498686674247709
890,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,tsinfer,per site,broken,unrooted,SPR,4.188028066239364,0.11543112622585296
891,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,tsinfer,per site,broken,unrooted,path,24.10814901575808,0.6679634937305853
893,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,tsinfer,per site,retained,rooted,KC,16.695508095166897,0.7783223331235728
897,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,0,tsinfer,per site,retained,unrooted,path,37.29180105503147,0.9766690592038065
899,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,ARGweaver,per site,retained,rooted,KC,23.332099895813855,0.5080414838232616
900,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,ARGweaver,per site,retained,rooted,RF,18.75946272,0.39802702249469124
902,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,ARGweaver,per site,retained,unrooted,RF,16.69915748,0.42063842193955625
903,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,ARGweaver,per site,retained,unrooted,SPR,4.144258946844455,0.09026692746164536
904,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,ARGweaver,per site,retained,unrooted,path,25.258999966410023,0.6795279114896504
906,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,RentPlus,per site,retained,rooted,KC,26.595705530026574,1.1850893316226543
907,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,RentPlus,per site,retained,rooted,RF,18.0672908,0.43468506085828923
908,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,RentPlus,per site,retained,unrooted,RF,16.108347200000004,0.4641673132068175
909,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,RentPlus,per site,retained,unrooted,SPR,4.057907452314924,0.11095081789620327
910,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,RentPlus,per site,retained,unrooted,path,25.537629455162026,0.9353213609144676
911,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,fastARG,per site,retained,rooted,KC,26.304325032642673,1.3449079743088488
912,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,fastARG,per site,retained,rooted,RF,18.808472402246718,0.46472410271667136
914,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,fastARG,per site,retained,unrooted,RF,16.19278070758749,0.449508728537584
915,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,fastARG,per site,retained,unrooted,SPR,4.089782056646481,0.098242161737505
916,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,fastARG,per site,retained,unrooted,path,26.857994822789696,1.039266676341398
918,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,tsinfer,per site,broken,rooted,KC,18.746237930273494,0.5861667070912048
919,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,tsinfer,per site,broken,rooted,RF,17.672835995351317,0.4706531419943809
921,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,tsinfer,per site,broken,unrooted,RF,16.213369571119532,0.47063032902894975
922,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,tsinfer,per site,broken,unrooted,SPR,4.095515865739854,0.10049486329639565
923,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,tsinfer,per site,broken,unrooted,path,24.145559983727136,0.6375320326038548
925,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,tsinfer,per site,retained,rooted,KC,16.819390575051514,0.6029411382634547
929,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,200,tsinfer,per site,retained,unrooted,path,35.53192559456851,1.0984145833489505
931,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,ARGweaver,per site,retained,rooted,KC,19.129838987599992,0.4853235951602152
932,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,ARGweaver,per site,retained,rooted,RF,13.66807528,0.30042358558456517
934,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,ARGweaver,per site,retained,unrooted,RF,11.52682276,0.2816822231826431
935,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,ARGweaver,per site,retained,unrooted,SPR,3.022302327853371,0.07199742412677423
936,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,ARGweaver,per site,retained,unrooted,path,19.555808489676874,0.3232676238992919
938,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,RentPlus,per site,retained,rooted,KC,18.657854469048353,0.4422824630958088
939,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,RentPlus,per site,retained,rooted,RF,13.288870999999997,0.32367335680687814
940,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,RentPlus,per site,retained,unrooted,RF,11.325796599999999,0.30911135123210803
941,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,RentPlus,per site,retained,unrooted,SPR,2.9890401841627585,0.07992160270629989
942,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,RentPlus,per site,retained,unrooted,path,19.360929863326902,0.3564345709250315
943,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,fastARG,per site,retained,rooted,KC,21.113451168810567,0.6755035963853591
944,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,fastARG,per site,retained,rooted,RF,14.275141568656911,0.3509809368127439
946,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,fastARG,per site,retained,unrooted,RF,11.560058855821474,0.3581427172823583
947,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,fastARG,per site,retained,unrooted,SPR,2.9788649958389426,0.10207011109142791
948,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,fastARG,per site,retained,unrooted,path,19.967586415808192,0.5171911920029664
950,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,tsinfer,per site,broken,rooted,KC,17.65983218374104,0.4431066526113643
951,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,tsinfer,per site,broken,rooted,RF,13.280697887313439,0.28987369787178074
953,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,tsinfer,per site,broken,unrooted,RF,11.621199309690788,0.278546427523571
954,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,tsinfer,per site,broken,unrooted,SPR,3.040675704821999,0.07665309459097963
955,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,tsinfer,per site,broken,unrooted,path,19.4349955776439,0.3084541113491946
957,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,tsinfer,per site,retained,rooted,KC,15.229580085152083,0.5148571851184115
961,5000,100000,16,1e-08,1.3228756555322952e-07,0,1.0,1000,tsinfer,per site,retained,unrooted,path,24.18766244762328,0.5601632739882927
963,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,rooted,KC,6.735519454479699,0.15749340896155437
964,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,rooted,RF,5.908919800000001,0.23361959368674187
966,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,RF,5.3569437199999985,0.24494382787166635
967,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,SPR,1.8117850408163263,0.07259846863148608
968,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,path,9.955553140056502,0.33481738527547616
970,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,rooted,KC,8.900643776407204,0.15724773954408497
971,5000,100000,16,1e-08,1.3228756555322952e-07,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,rooted,RF,8.362754,0.28631634401315836
